"id","wing","wing_title","artifact_title","location","description"
"leaders-011","leaders","جناح ملوك وملكات مصر القديمة","ساحورع","الأسرة الخامسة","اشتهر بمعبده الجنائزي المزخرف بأبو صير. يُستدل على تفاصيل حكمه من النقوش الملكية وقوائم الملوك التاريخية."
"leaders-012","leaders","جناح ملوك وملكات مصر القديمة","ونيس","الأسرة الخامسة","أول من نُقشت في هرمه نصوص الأهرام الدينية. وثّقت الآثار والنقوش الجدارية أبرز محطات عهده وإنجازاته."
"leaders-013","leaders","جناح ملوك وملكات مصر القديمة","تيتي","الأسرة السادسة","مؤسس الأسرة السادسة. تروي المعابد والمقابر التي شُيدت في عصره الكثير عن سياسته وإنجازاته."
"leaders-014","leaders","جناح ملوك وملكات مصر القديمة","بيبي الأول","الأسرة السادسة","من أطول ملوك الدولة القديمة حكماً. اعتمد المؤرخون في تتبع سيرته على البرديات والنقوش المعاصرة لعصره."
"leaders-015","leaders","جناح ملوك وملكات مصر القديمة","مرنرع الأول","الأسرة السادسة","وسّع العلاقات التجارية مع النوبة. خلّدت التماثيل والنصوص الملكية اسمه ضمن سجل ملوك مصر القديمة."
"leaders-016","leaders","جناح ملوك وملكات مصر القديمة","بيبي الثاني","الأسرة السادسة","حكم لأطول فترة في تاريخ مصر القديمة. يُستدل على تفاصيل حكمه من النقوش الملكية وقوائم الملوك التاريخية."
"leaders-017","leaders","جناح ملوك وملكات مصر القديمة","منتوحتب الثاني","الأسرة الحادية عشرة","أعاد توحيد مصر بعد عصر الاضمحلال الأول. وثّقت الآثار والنقوش الجدارية أبرز محطات عهده وإنجازاته."
"leaders-018","leaders","جناح ملوك وملكات مصر القديمة","أمنمحات الأول","الأسرة الثانية عشرة","مؤسس الدولة الوسطى القوية. تروي المعابد والمقابر التي شُيدت في عصره الكثير عن سياسته وإنجازاته."
"leaders-019","leaders","جناح ملوك وملكات مصر القديمة","سنوسرت الأول","الأسرة الثانية عشرة","وسّع نفوذ مصر جنوباً نحو النوبة. اعتمد المؤرخون في تتبع سيرته على البرديات والنقوش المعاصرة لعصره."
"leaders-020","leaders","جناح ملوك وملكات مصر القديمة","أمنمحات الثاني","الأسرة الثانية عشرة","عزز العلاقات التجارية الخارجية لمصر. خلّدت التماثيل والنصوص الملكية اسمه ضمن سجل ملوك مصر القديمة."
"leaders-021","leaders","جناح ملوك وملكات مصر القديمة","سنوسرت الثاني","الأسرة الثانية عشرة","اهتم بمشروعات الري في الفيوم. يُستدل على تفاصيل حكمه من النقوش الملكية وقوائم الملوك التاريخية."
"leaders-022","leaders","جناح ملوك وملكات مصر القديمة","سنوسرت الثالث","الأسرة الثانية عشرة","قائد عسكري بنى حصوناً على الحدود الجنوبية. وثّقت الآثار والنقوش الجدارية أبرز محطات عهده وإنجازاته."
"leaders-023","leaders","جناح ملوك وملكات مصر القديمة","أمنمحات الثالث","الأسرة الثانية عشرة","اشتهر عصره بالازدهار الاقتصادي والفني. تروي المعابد والمقابر التي شُيدت في عصره الكثير عن سياسته وإنجازاته."
"leaders-024","leaders","جناح ملوك وملكات مصر القديمة","سوبك نفرو","الأسرة الثانية عشرة","أول ملكة مصرية موثقة تحمل لقب ملك كامل. اعتمد المؤرخون في تتبع سيرته على البرديات والنقوش المعاصرة لعصره."
"leaders-025","leaders","جناح ملوك وملكات مصر القديمة","كاموس","الأسرة السابعة عشرة","بدأ حملة تحرير مصر من الهكسوس. خلّدت التماثيل والنصوص الملكية اسمه ضمن سجل ملوك مصر القديمة."
"leaders-026","leaders","جناح ملوك وملكات مصر القديمة","أحمس الأول","الأسرة الثامنة عشرة","طرد الهكسوس وأسس الدولة الحديثة. يُستدل على تفاصيل حكمه من النقوش الملكية وقوائم الملوك التاريخية."
"leaders-027","leaders","جناح ملوك وملكات مصر القديمة","أمنحتب الأول","الأسرة الثامنة عشرة","واصل توطيد حكم الدولة الحديثة. وثّقت الآثار والنقوش الجدارية أبرز محطات عهده وإنجازاته."
"leaders-028","leaders","جناح ملوك وملكات مصر القديمة","تحتمس الأول","الأسرة الثامنة عشرة","وسّع حدود مصر حتى نهر الفرات. تروي المعابد والمقابر التي شُيدت في عصره الكثير عن سياسته وإنجازاته."
"leaders-029","leaders","جناح ملوك وملكات مصر القديمة","تحتمس الثاني","الأسرة الثامنة عشرة","زوج الملكة حتشبسوت. اعتمد المؤرخون في تتبع سيرته على البرديات والنقوش المعاصرة لعصره."
"leaders-030","leaders","جناح ملوك وملكات مصر القديمة","حتشبسوت","الأسرة الثامنة عشرة","المرأة التي حكمت مصر بلقب فرعون. خلّدت التماثيل والنصوص الملكية اسمه ضمن سجل ملوك مصر القديمة."
